event_id,event_name,phase_id,phase_name,event_type,source_keyword,note_id,note_url_public,title,desc,tag_list,publish_time_bj,publish_date_bj,creator_hash,nickname,public_ip_location,liked_count_num,collected_count_num,comment_count_num,share_count_num,representative_score,representative_rank_in_phase,is_representative_sample,is_marketing,content_type,collected_device,collected_account,collected_at_bj
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a255106000000003502c1f0,https://www.xiaohongshu.com/explore/6a255106000000003502c1f0,弟弟高考第一天 数学到底有多难？,#高考[话题]###高考数学[话题]##2026高考季[话题]# #高中生[话题]##姐弟[话题]##高考作文[话题]##高考加油[话题]#,"高考,高考数学,2026高考季,高中生,姐弟,高考作文,高考加油",2026-06-07 19:07:50,2026-06-07,aa00077056f4c002,蜡***颖,湖北,28000,2249,217,102,33353,16,True,False,blessing,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a25457700000000210197b7,https://www.xiaohongshu.com/explore/6a25457700000000210197b7,高考第一天，40岁高三陪读妈妈～7:00起床给孩子做了营养早餐，让孩子吃饱喝好，才能全力以赴去应对高考，祝我的男孩高考顺利，以梦为马，不负韶华；砥砺前行，未来可期。#高考加油[话题]##祝考生们旗开得胜[话题]##高考[话题]#,高考第一天，40岁高三陪读妈妈～7:00起床给孩子做了营养早餐，让孩子吃饱喝好，才能全力以赴去应对高考，祝我的男孩高考顺利，以梦为马，不负韶华；砥砺前行，未来可期。#高考加油[话题]##祝考生们旗开得胜[话题]##高考[话题]#,"高考加油,祝考生们旗开得胜,高考",2026-06-07 18:18:32,2026-06-07,6220d8edc5e5686f,笑***房,安徽,13000,1363,660,416,18538,21,True,False,blessing,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a257d7a0000000007020827,https://www.xiaohongshu.com/explore/6a257d7a0000000007020827,高考第一天果然没让我们失望#搞笑#高考[话题]# #高考NPC[话题]# #送考[话题]# #考场[话题]#,高考第一天果然没让我们失望#搞笑#高考[话题]# #高考NPC[话题]# #送考[话题]# #考场[话题]#,"高考,高考NPC,送考,考场",2026-06-07 22:17:30,2026-06-07,ae654031bc839f01,吃***社,山东,9441,606,452,4226,20461,19,True,False,exam_scene,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a2575320000000022008346,https://www.xiaohongshu.com/explore/6a2575320000000022008346,高考第一天,#高考[话题]#,高考,2026-06-07 21:42:10,2026-06-07,0b151c17e76fec10,云***蟹,安徽,7716,317,321,106,9525,27,True,False,exam_scene,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,selected_notes_B001_P2_chunk_015,6a24d2a700000000220151d3,https://www.xiaohongshu.com/explore/6a24d2a700000000220151d3,考生途中遇到交通事故堵车，情急之下，求助外卖骑手，顺利到达考场，真是好人无处不在！#高考第一天[话题]# #2026高考[话题]# #爱心送考[话题]#,考生途中遇到交通事故堵车，情急之下，求助外卖骑手，顺利到达考场，真是好人无处不在！#高考第一天[话题]# #2026高考[话题]# #爱心送考[话题]#,"高考第一天,2026高考,爱心送考",2026-06-07 10:08:39,2026-06-07,0a3d052a06278289,彤***嘞,贵州,5617,721,201,52,7766,29,True,False,exam_scene,A,account_a,2026-07-04T20:09:22
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a254534000000003501ecb9,https://www.xiaohongshu.com/explore/6a254534000000003501ecb9,高考第一天，多家官媒发文！,"成毅说：“要去做你认定的事，守护好眼底的星辰与大海。”
这句话，刚好就是今年高考作文的答案。
这大概就是被央媒集体转发的原因吧，这就是正能量的优秀的青年演员成毅！#成毅[话题]# #热搜[话题]# #高考[话题]##官媒[话题]#","成毅,热搜,高考,官媒",2026-06-07 18:17:25,2026-06-07,bb631ce478465527,烟***u,辽宁,4751,342,133,308,6450,31,True,False,exam_scene,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,selected_notes_B001_P2_chunk_017,6a2550fd000000001702f37e,https://www.xiaohongshu.com/explore/6a2550fd000000001702f37e,高考送考第一天,#好视频扶持计划[话题]# #二次元看见计划[话题]##高考第一天[话题]#,"好视频扶持计划,二次元看见计划,高考第一天",2026-06-07 19:07:41,2026-06-07,dfbed4464535600c,小***闻,辽宁,3164,1001,35,36,5343,33,True,False,exam_scene,A,account_a,2026-07-04T21:04:40
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a2553740000000006022f0e,https://www.xiaohongshu.com/explore/6a2553740000000006022f0e,高考第一天，77岁爷爷来陪孙子考试，考场外，提起孙子，老人哭了…网友：爷爷那一滴泪，把我们也看哭#泪目[话题]# #人间有温情[话题]# #希望天下所有老人都被善待[话题]# #感动[话题]# #关爱老人[话题]#,高考第一天，77岁爷爷来陪孙子考试，考场外，提起孙子，老人哭了…网友：爷爷那一滴泪，把我们也看哭#泪目[话题]# #人间有温情[话题]# #希望天下所有老人都被善待[话题]# #感动[话题]# #关爱老人[话题]#,"泪目,人间有温情,希望天下所有老人都被善待,感动,关爱老人",2026-06-07 19:18:12,2026-06-07,e44154b0bd50afc1,小***忙,河南,2823,71,120,25,3375,40,True,False,exam_scene,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a2733f10000000036003b55,https://www.xiaohongshu.com/explore/6a2733f10000000036003b55,高考日记（第一天）,人大附中家长送考父女之第一视角！#高考[话题]# #人大附中[话题]##2026高考季[话题]# #2026高考加油[话题]# @校园薯,"高考,人大附中,2026高考季,2026高考加油",2026-06-09 05:28:17,2026-06-09,4dea845562e50d2f,纳***爸,北京,2764,256,211,83,4075,36,True,False,blessing,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a25471a0000000006020873,https://www.xiaohongshu.com/explore/6a25471a0000000006020873,高考第一天的你回家刷手机belike,#2026高考季[话题]# #高考[话题]# #pov[话题]# #内容过于真实[话题]# #精神状态belike[话题]#,"2026高考季,高考,pov,内容过于真实,精神状态belike",2026-06-07 18:25:30,2026-06-07,a78307863be86530,姚***e,四川,2048,179,5841,16,19961,20,True,False,exam_scene,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,selected_notes_B001_P2_chunk_021,6a27ecea000000003502d728,https://www.xiaohongshu.com/explore/6a27ecea000000003502d728,今天是妹妹高考的第一天瞬间回到了去年的时候#记录我的农村生活[话题]# #日常vlog[话题]##高考加油[话题]#,今天是妹妹高考的第一天瞬间回到了去年的时候#记录我的农村生活[话题]# #日常vlog[话题]##高考加油[话题]#,"记录我的农村生活,日常vlog,高考加油",2026-06-09 18:37:30,2026-06-09,410fe364265cabf1,小*,河南,2016,97,112,19,2584,45,True,False,blessing,A,account_a,2026-07-04T21:18:21
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a2550d10000000035022807,https://www.xiaohongshu.com/explore/6a2550d10000000035022807,高考第一天，陈都灵的翘楚破万啦！,#陈都灵[话题]# #翘楚[话题]##剧集翘楚[话题]#  #翘楚步步算计个个心机[话题]# #高考[话题]#,"陈都灵,翘楚,剧集翘楚,翘楚步步算计个个心机,高考",2026-06-07 19:06:57,2026-06-07,d3a67251ca707458,木***s,湖北,1897,91,29,4,2174,49,True,False,exam_scene,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a24d9a60000000017029547,https://www.xiaohongshu.com/explore/6a24d9a60000000017029547,蔚乐萤爱心送考车队为考生保驾护航！,高考第一天，蔚乐萤爱心送考车队为考生保驾护航。蔚来考上985，乐道金榜题名时，做高考萤家！蔚来公司用户连续7年爱心送考，祝所有学子考出好成绩，敢想有为，一起加电！#蔚来[话题]##加电的李斌[话题]##蔚来985[话题]# #高考祝福[话题]# #高考[话题]#,"蔚来,加电的李斌,蔚来985,高考祝福,高考",2026-06-07 10:38:30,2026-06-07,8468791d08cc4842,蔚***斌,上海,1877,107,71,34,2372,46,True,False,blessing,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a24bea6000000001603fea5,https://www.xiaohongshu.com/explore/6a24bea6000000001603fea5,高考第一天，五台山出现双彩虹,祝愿高考的学子们:考试顺利，旗开得胜，如愿以偿！随喜赞叹！🧘 文殊菩萨心咒（智慧咒）:嗡 阿 若 巴 扎 呐 地,,2026-06-07 08:43:18,2026-06-07,48f4227a40c1a2e9,0***7,北京,1286,119,448,179,3226,43,True,False,exam_scene,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a24f2bc000000000702c984,https://www.xiaohongshu.com/explore/6a24f2bc000000000702c984,今年作文题，出题人想筛选什么人,"高考第一天，语文考完了。
有人关心自己跑没跑题，有人关心作文难不难。我跟你说，真正该关心的不是这个。
作文题年年变，但出题人的标准从没变过。他筛的不是你会不会写800字，他筛的是——你这个人，到底有没有独立思考的能力。
#高考作文[话题]# #人生方向抉择[话题]# #高考[话题]#","高考作文,人生方向抉择,高考",2026-06-07 12:25:32,2026-06-07,c89f83c60f8348d3,新***白,广东,1228,781,26,236,3340,41,True,False,exam_scene,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a24b44a00000000060237fa,https://www.xiaohongshu.com/explore/6a24b44a00000000060237fa,北大光华院长田轩致2026年高考生,"各位亲爱的同学：
	
今天是2026年高考第一天。无论你身处何地、来自何方，我都真诚地祝愿你稳定发挥。
	
我知道，此刻的你，或许正在做最后的知识点确认，或许刚收到父母肯定的眼神，或许与同伴互道一句“加油”。这种紧张与期待，我也经历过。作为过来人，我想说：高考很重要，但它不会定义人生。高考会为你打开一扇门，但真正决定你走向何处的，是你走出这扇门之后的选择，是你在更长时间里持续坚持的方向。
	
我在北京大学度过四年本科时光。那段经历让我逐渐体会到，“未名其表，博雅于心”。北大带给我的，不只是知识本身，更是一种面对世界的方式：在已知中保持好奇，在未知中保持勇气。这种能力，比任何一场考试都更为重要。
	
九月，无论你走进哪一所大学，请记住今天这个全力以赴的自己。面对新的阶段，不必追求面面俱到，更重要的是找到真正关心的问题、坚持内在的热爱与方向。热爱决定你能走多远，方法决定你能走多稳。
	
如果你来到北大光华，也欢迎来和我坐一坐，在未名湖畔、在博雅塔下、在敢当石旁，聊聊今天的发挥，谈谈接下来的打算。
	
最后，祝各位同学考试顺利。
	
#北大[话题]# #北大光华[话题]# #北京大学[话题]# #高考[话题]# #致高考[话题]# #光华管理学院[话题]# #考试[话题]# #祝福[话题]#","北大,北大光华,北京大学,高考,致高考,光华管理学院,考试,祝福",2026-06-07 07:59:06,2026-06-07,c36bd0f48d255026,北***院,北京,1122,372,35,198,2367,47,True,False,blessing,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考第一天,6a26ac850000000021016248,https://www.xiaohongshu.com/explore/6a26ac850000000021016248,高考第一天，老大带着没心没肺的笑容迈向了属于他自己的战场，加油 加油 加油#高考加油[话题]#,高考第一天，老大带着没心没肺的笑容迈向了属于他自己的战场，加油 加油 加油#高考加油[话题]#,高考加油,2026-06-08 19:50:29,2026-06-08,40c6bf91f8f9e4c3,王***江,山西,828,33,42,9,1038,52,True,False,blessing,A,account_a,2026-07-04T17:50:08
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考家长,6a267ddb000000002003b70e,https://www.xiaohongshu.com/explore/6a267ddb000000002003b70e,今年的高考数学题,其实是给小学初中家长的一份“理工男式”的善意提醒。高中生家长还在争论题目难不难，咱们先不管了，看懂这份“善意提醒”，赶紧帮孩子调整学习方法。#高考数学[话题]# #数学压轴题[话题]# #全国一卷[话题]# #命题趋势[话题]# #哈佛亮爸[话题]#,"高考数学,数学压轴题,全国一卷,命题趋势,哈佛亮爸",2026-06-08 16:31:23,2026-06-08,eb03199d108f237c,哈***划,重庆,33000,28000,2570,19000,134710,2,True,False,exam_topic_discussion,A,account_a,2026-07-04T17:19:47
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考家长,6a2850d70000000035026271,https://www.xiaohongshu.com/explore/6a2850d70000000035026271,高考第一个出来的学生家长没齐就出来了👍,#左奇函[话题]# #高考[话题]# #这就是青春[话题]#,"左奇函,高考,这就是青春",2026-06-10 01:43:51,2026-06-10,07fc0cb8fb851486,奇***冬,重庆,28000,5396,368,384,40664,12,True,False,general_discussion,A,account_a,2026-07-04T17:19:47
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,selected_notes_B001_P2_chunk_030,6a28d0d60000000007020a2e,https://www.xiaohongshu.com/explore/6a28d0d60000000007020a2e,高考女生忘带准考证错过考试,高考女生忘带准考证让母亲帮忙送，母亲提早送到考场，女生却还在外面等妈妈，与妈妈错过，最终女生因迟到一分钟禁止入场，母亲当场情绪崩溃无助痛哭。,,2026-06-10 10:49:58,2026-06-10,4726cf6b61a0bba7,珠***网,云南,9863,1005,6579,1065,33740,15,True,False,exam_scene,A,account_a,2026-07-05T16:10:48
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,selected_notes_B001_P2_chunk_031,6a277b62000000002200b4c4,https://www.xiaohongshu.com/explore/6a277b62000000002200b4c4,高考最后一天！这位家长说得太好了​,"6月9日|长沙 雅礼中学考点 高考最后一天！​
这位家长说得太好了​
余女士：对孩子是无条件的支持信任尊重​
她心态很好 我们也很松弛​
今天会送给她人生中的第一台手机​",,2026-06-09 10:33:06,2026-06-09,471bee7805d605e0,风***闻,湖南,7441,2788,563,1388,17482,22,True,False,general_discussion,A,account_a,2026-07-05T16:15:39
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考结束,6a280059000000003502b8a1,https://www.xiaohongshu.com/explore/6a280059000000003502b8a1,成功迈向人生下一阶段,#高考[话题]# #毕业[话题]##考完啦[话题]# #物化生[话题]##2026高考季[话题]# #2026高考加油[话题]#,"高考,毕业,考完啦,物化生,2026高考季,2026高考加油",2026-06-09 20:00:26,2026-06-09,51243efc6ce15980,C***e,安徽,10,18000,4451,3715,56793,9,True,False,blessing,A,account_a,2026-07-04T17:53:35
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,selected_notes_B001_P2_chunk_033,6a25f0710000000017029fb4,https://www.xiaohongshu.com/explore/6a25f0710000000017029fb4,北京语文高考结束！清华目标学霸提前交卷，高中最难科现场发言来了#高考采访[话题]# #现场实拍[话题]# #人大附中[话题]# #北京[话题]#,北京语文高考结束！清华目标学霸提前交卷，高中最难科现场发言来了#高考采访[话题]# #现场实拍[话题]# #人大附中[话题]# #北京[话题]#,"高考采访,现场实拍,人大附中,北京",2026-06-08 06:28:01,2026-06-08,af47b625ee81e2f4,李***俊,北京,94000,12000,504,3583,126678,5,True,False,exam_scene,A,account_a,2026-07-05T16:22:51
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考结束,6a26969a0000000006020ee2,https://www.xiaohongshu.com/explore/6a26969a0000000006020ee2,挑战全网最早结束高考！,"本来以为考完会开开心心地冲在第一个
结果到班里哭了半个小时才磨磨唧唧出来……
这个高考就先考到这里！！
剩下的宝宝们要继续顺利呀！！
#小小高考拿下[话题]# #高考[话题]# #高考上岸[话题]#","小小高考拿下,高考,高考上岸",2026-06-08 18:16:58,2026-06-08,a0b36a39f41e50b2,卜***迪,浙江,66000,2714,2605,3149,85541,7,True,False,blessing,A,account_a,2026-07-04T17:53:35
B001,2026高考,B001_P2,2026高考开考现场,baseline_national_life_event,高考结束,6a28ed2600000000350287ec,https://www.xiaohongshu.com/explore/6a28ed2600000000350287ec,高考后必知的25条人情世故潜规则,#大学[话题]# #高考结束做什么[话题]# #高考不是终点[话题]#,"大学,高考结束做什么,高考不是终点",2026-06-10 12:50:46,2026-06-10,523763aeb269b225,酸***长,江西,64000,56000,432,2261,181818,1,True,False,exam_scene,A,account_a,2026-07-04T17:53:35
