event_id,event_name,phase_id,phase_name,event_type,source_keyword,note_id,note_url_public,title,desc,tag_list,publish_time_bj,publish_date_bj,creator_hash,nickname,public_ip_location,liked_count_num,collected_count_num,comment_count_num,share_count_num,representative_score,representative_rank_in_phase,is_representative_sample,is_marketing,content_type,collected_device,collected_account,collected_at_bj
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4,6a1a3fc60000000035024831,https://www.xiaohongshu.com/explore/6a1a3fc60000000035024831,"如图，想问问大家的deepseek的API都接在哪个软件了，求
	
二编：感谢各位兄弟姐妹的建议，现在用的是RikkaHub，已经连接上了！
#deepseek[话题]#","如图，想问问大家的deepseek的API都接在哪个软件了，求
	
二编：感谢各位兄弟姐妹的建议，现在用的是RikkaHub，已经连接上了！
#deepseek[话题]#",deepseek,2026-05-30 09:39:18,2026-05-30,e2ec14cf086b6bbd,谁***格,,2686,2968,315,130,9827,12,True,False,general_discussion,A,account_a,2026-07-06T20:21:24
E003,GPT-5.6 Sol,,,ai_model_event,GPT-5.6 测评,6a2280b40000000020038cef,https://www.xiaohongshu.com/explore/6a2280b40000000020038cef,项目太大，读一次10块钱,有什么省token方法不，已经李姐了。#deepseekv4[话题]#,deepseekv4,2026-06-05 15:54:28,2026-06-05,4848ece6ddfb7d9d,灵***满,,2503,3257,116,181,9727,4,True,False,general_discussion,A,account_a,2026-07-10T23:44:35
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4,69eb89c4000000001e00f728,https://www.xiaohongshu.com/explore/69eb89c4000000001e00f728,deepseek好凶噢……有感觉被骂到了,"刚试了一下deepseek-V4，真的比老辈子强太多了！
回答非常有条理，分门别类的那种，还会运用一些强调符号，电脑上看着相当舒适。
就是思考得有点慢，可能是我充的pro的原因[呃R]
#AI聊天[话题]# #大模型应用[话题]# #AI人工智能[话题]# #我被ai骂了[话题]##被自己逗笑[话题]#","AI聊天,大模型应用,AI人工智能,我被ai骂了,被自己逗笑",2026-04-24 23:18:28,2026-04-24,3364106faa122e28,立*,,2184,410,419,185,4631,26,True,False,ai_usage_discussion,A,account_a,2026-07-06T20:21:24
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,69f815b3000000003503a1e6,https://www.xiaohongshu.com/explore/69f815b3000000003503a1e6,"为DeepSeek v4扛大旗，玩了一天花了七毛钱，也是让穷苦人民吃上好东西了
#deepseek[话题]# #ai[话题]#","为DeepSeek v4扛大旗，玩了一天花了七毛钱，也是让穷苦人民吃上好东西了
#deepseek[话题]# #ai[话题]#","deepseek,ai",2026-05-04 11:42:43,2026-05-04,45aacf8026e3f50d,做***王,,2099,1695,285,265,6874,17,True,False,ai_usage_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4,69f1671d000000001f006924,https://www.xiaohongshu.com/explore/69f1671d000000001f006924,有人用Claude Code运行v4吗 真实体验怎么样,#VibeCoding[话题]# #Claude[话题]# #DeepSeekV4[话题]# #ai[话题]#,"VibeCoding,Claude,DeepSeekV4,ai",2026-04-29 10:04:13,2026-04-29,9e3e22a2655b1caa,m***n,,2083,2382,1049,378,10750,10,True,False,ai_usage_discussion,A,account_a,2026-07-06T20:21:24
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 发布,69eb311b000000001a0343b9,https://www.xiaohongshu.com/explore/69eb311b000000001a0343b9,DeepSeek V4貌似尺度有点太大了吧😅,"今天上午DeepSeek突然发布了全新的v4版本，感谢没在周末和假期里发，说是无限接近海外某个大模型，嗯有点对上了[笑哭R]
	
马上接入测试了一下，网上讨论也是褒贬不一，不谈其他的好，但我测下来吧，着实尺度有点大，大家自己看图，就是感觉没有调教好，什么都敢讲，豆包和GPT都没这样子，像是用到个话痨邪恶版，这个啥原因呢？[汗颜R]
#科技资讯早知道[话题]# #人工智能[话题]# #科技热点[话题]# #有点离谱但[话题]# #大模型[话题]# #DeepSeekV4[话题]#","科技资讯早知道,人工智能,科技热点,有点离谱但,大模型,DeepSeekV4",2026-04-24 17:00:11,2026-04-24,618e9f8fc9352165,A***师,,1638,217,218,386,3498,33,True,False,general_discussion,A,account_a,2026-07-07T11:54:15
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,6a3e31ee0000000008025add,https://www.xiaohongshu.com/explore/6a3e31ee0000000008025add,Agent+Step3.7Flash横评:多模型.更快.更省,"我把 Step 3.7 Flash、DeepSeek V4 Flash、Qwen 3.6 Flash 放到同一组 Agent 任务里跑了一遍。
百万 token 一块多的模型，真正要看的是：能不能看图、能不能闭环、能不能把任务跑完。Step 3.7 Flash 这次亮点是多模态识别和执行效率。
这次主要测 4 件事：
1.图表和报错截图能不能读
2.修 bug 能不能闭环
3.数据整理能不能跑完
4.网页效果怎么样
提醒：它不是旗舰模型替代品，漂亮网页也不是强项。
如果你要一个便宜、能看图、能跑多步任务的执行层模型，Step 3.7 Flash 值得认真看。
#阶跃[话题]#  #step[话题]#  #AI编程[话题]#  #多模态[话题]# #codex[话题]# #claudecode[话题]#","阶跃,step,AI编程,多模态,codex,claudecode",2026-06-26 16:01:51,2026-06-26,dbf33878f9f6c32c,A***由,浙江,1366,689,9,21,2813,37,True,False,ai_usage_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,69eb03c10000000012012802,https://www.xiaohongshu.com/explore/69eb03c10000000012012802,我宣布DeepSeek V4已经超越Claude,"刚从活动下来
简单测了一下
DeepSeek V4是真的强
真的超过了Claude[暗中观察R]
	
比如造了一个词deeeeeeseek
分别询问V4和Claude
一共有多少个e
	
V4正确给出了回答：8个
Claude哼唧哼唧算了半天说7个
高下立判了属于是[吃瓜R]
	
而且之前那个难倒大部分模型的洗车题
DeepSeek-V4-Flash就能正确回答😧
这太夸张了（也可能是专门做了优化hhh
	
还有经典题9.9-9.11
虽然一开始算错了
回答-0.21
但是他自己解释的时候突然意识到了
然后重新算对了
这太牛逼了[汗颜R]
	
更多测试稍后发出
想看的话就点关注哦
#互联网[话题]# #AI[话题]# #人工智能[话题]# #ai[话题]# #大模型[话题]# #机器学习[话题]# #deepseek[话题]# #计算机[话题]# #科技[话题]# #互联网大厂[话题]#","互联网,AI,人工智能,ai,大模型,机器学习,deepseek,计算机,科技,互联网大厂",2026-04-24 13:46:42,2026-04-24,845960c49096a146,M***I,,1241,176,113,68,2068,49,True,False,ai_usage_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,6a48f27f000000000702ba23,https://www.xiaohongshu.com/explore/6a48f27f000000000702ba23,怎么跟玩ds app的感觉一样,"接的是DeepSeek v4 flash
感觉自己人设和大纲写的很带劲，结果一生成我就萎了，好刻板好呆板的AI[哭惹R]
我花money就是来看你给我喂💩的吗[微笑R]
(虽然开车确实不限制了嘿嘿)
	
二编：朋友们现在我真的要赞赞这个flash了，我觉得非高峰期时生成的还是很不错的，我吃美了[害羞R]人物形象和设定把握的特别好啊，拉扯感看得我好爽，奔着搞颜色去的结果都走向了纯爱，但是也特别香[赞R]
ps：思考过程也要看!我写的是不同人设的家产恋爱，它的思考是带入其中一个人的视角，还会转换呦，特别萌😍
	
#模拟器[话题]# #chatbox[话题]# #deepseek[话题]#","模拟器,chatbox,deepseek",2026-07-04 19:46:07,2026-07-04,f47234f19acd8c32,嘉***岗,北京,946,634,105,28,2585,40,True,False,ai_usage_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,69eb9a230000000035039c7d,https://www.xiaohongshu.com/explore/69eb9a230000000035039c7d,DeepseekV4接到ClaudeCode真香,"DeepseekV4接到ClaudeCode真香
#deepseekv4[话题]# #deepseek[话题]# #claudecode[话题]# #deepseekv4flash[话题]# #v4flash[话题]#
#视频日记[话题]# #intj[话题]# #日更[话题]# #agent[话题]##RED新生代创作大赛[话题]#","deepseekv4,deepseek,claudecode,deepseekv4flash,v4flash,视频日记,intj,日更,agent,RED新生代创作大赛",2026-04-25 00:28:19,2026-04-25,dcbcf14851ad4210,阿***I,,856,678,105,100,2727,38,True,False,ai_usage_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,69ec34f7000000003700f823,https://www.xiaohongshu.com/explore/69ec34f7000000003700f823,怎么感觉ds v4 flash更聪明,"便宜了10-20倍，指令遵循更好，速度飞快
排查了几个生产问题基本一遍过
1M上下文，也没感觉和榜单那样不堪
甚至智商感觉比 pro 还高一点
怎么感觉 flash 才是王炸",,2026-04-25 11:28:55,2026-04-25,e00f070430a8a3e7,A***t,,525,336,366,24,2343,43,True,False,general_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,69eadc5d0000000022026413,https://www.xiaohongshu.com/explore/69eadc5d0000000022026413,DeepSeek V4正式上线了！两个版本！！！,"DeepSeek 官方 API 最新上线 V4 系列，直接甩出两个版本：
	
🔸 deepseek-v4-flash
定位：日常王者、高频使用首选
超长上下文：1M tokens（约 75 万字！）
最大输出：384K tokens
核心功能：思考模式自由切换、JSON 输出、Tool Calls、长文本续写
价格（元/百万 tokens）：
输入（缓存命中）：0.2 元（超级便宜！）
输入（缓存未命中）：1 元
输出：2 元
日常写文、编程、批量处理、长上下文任务，性价比无敌！
	
🔸 deepseek-v4-pro
定位：高性能、专业复杂任务，上下文同样 1M，功能基本一致
价格：输入缓存命中 1 元，未命中 12 元，输出 24 元
	
需要顶级推理和稳定输出的场景，Pro 更稳（价格也更高，大概是 Flash 的 10-12 倍）。快速对比（敲黑板！）
相同点：1M 超长上下文、思考模式、工具调用全都有
最大区别：Flash 极致省钱，Pro 性能更强
适用人群：
学生/博主/内容创作者 → 选 Flash
开发者/企业/复杂项目 → 看需求选 Pro
#deepseek[话题]# #V4[话题]#","deepseek,V4",2026-04-24 10:58:37,2026-04-24,cfb1e4bfb53b96e2,机***心,,448,87,113,181,1323,58,True,False,volunteer_decision,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,6a3f71de000000000803d3b0,https://www.xiaohongshu.com/explore/6a3f71de000000000803d3b0,deepseek发布DSpark技术并开源模型！,"deepseek-DSpark项目网址:
https://github.com/deepseek-ai/DeepSpec
deepseek-DSpark论文链接:
https://github.com/deepseek-ai/DeepSpec/blob/main/DSpark_paper.pdf
deepseek总结:
这篇论文提出了 DSpark，一个面向高并发场景的推测解码框架，旨在加速大语言模型推理。
其核心贡献分为两点：
1. 半自回归生成架构
传统并行解码器（如DFlash）虽快，但块内 token 相互独立，缺乏依赖，导致长序列生成时后缀接受率急剧衰减。DSpark 引入一个轻量级顺序模块（Markov头或RNN头），在保持并行骨干高效的同时，注入局部 token 依赖，显著缓解了这一衰减问题，使接受长度超越强基线 EAGLE3 和 DFlash。
2. 负载感知的置信度调度验证
DSpark 配备一个置信度头，预测每个 draft token 的生存概率，并通过温度缩放进行校准。结合硬件预配置的性能曲线，调度器会动态为每个请求裁剪验证长度——低负载时充分利用算力，高并发时优先验证高置信 token，避免浪费验证资源。
在离线基准测试中，DSpark 的接受长度显著优于现有方法。在 DeepSeek-V4 生产环境部署后，它有效扩展了系统的吞吐-延迟帕累托前沿，在相同吞吐下将单用户生成速度提升了 60%～85%，并能在严格延迟约束下维持服务质量。
模型参数不变:
deepseek-V4-Pro-DSpark:参数:1.6TB-A49B(总参数:1.6TB，激活参数:49B)；上下文长度1M
deepseek-V4-Flash-DSpark:参数:284B-A13B(总参数:284B，激活参数:13B)；上下文长度1M
模型精度均为:FP8
开源模型权重链接:
https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-DSpark
https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro-DSpark
#deepseek[话题]#",deepseek,2026-06-27 14:46:54,2026-06-27,34b29c16b37ac2df,清***月,河北,403,207,51,174,1318,60,True,False,ai_usage_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,69ef0d6e0000000036031ab3,https://www.xiaohongshu.com/explore/69ef0d6e0000000036031ab3,DeepSeek的缓存命中太稳了,"DeepSeek infra团队简直是神。
今天在PI Agent上体验了下DeepSeek v4 flash，ttft 基本在1秒左右，tps 100左右。6M input (96.8% hit cache), 48.2K output, 合计价格 ¥0.36。
简直神了
缓存命中太稳了，我开了两个sessons，所有的requests中，只有第一条消息和我在/reload 一个extension后的消息没有命中缓存（命中了才奇怪），可以说reuqest维度下缓存命中率100%。
	
模型效果暂且不谈，工程团队真的厉害。",,2026-04-27 15:17:02,2026-04-27,6c00d1827e47c3bd,爱***Y,,397,124,91,114,1146,63,True,False,general_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,69eae0d50000000012029800,https://www.xiaohongshu.com/explore/69eae0d50000000012029800,deepseek v4用了国产算力，还是受限,"有一行小字值得关注，在价格下面，DeepSeek表示受限于高端算力，目前pro的服务吞吐十分有限，预计下半年升腾950批量上市后，pro价格会大幅下跌。
	
怎么说呢感觉这句话信息量确实很大。同时光模块大哥开始砸了。#互联网大厂[话题]# #算法[话题]#","互联网大厂,算法",2026-04-24 11:17:41,2026-04-24,a78abad6d23dbaa1,大***镜,,217,32,95,82,730,79,True,False,general_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,6a09ad6e0000000035026b73,https://www.xiaohongshu.com/explore/6a09ad6e0000000035026b73,"我一向是看不上flash模型的，感觉他们能干啥😅。但是这次真的不一样。
昨天在像往常一样调用glm-5.1，但是不知道是百炼模板的问题，还是模型的问题，上下文到100k附近的时候，模型就开始输出乱码了，rewind了两次还是乱码，很烦就切成deepseek  v4 flash了，想着勉强用一下待会儿切回来。
没想到用了一下就再没切回来过🤣，在指令明确，Harness或者验证充分的情况下，70-100 tokens /s比GLM 30 Tokens/s给人的感觉好得多。只感觉嗖嗖嗖，很快就写完了。
这里的关","我一向是看不上flash模型的，感觉他们能干啥😅。但是这次真的不一样。
昨天在像往常一样调用glm-5.1，但是不知道是百炼模板的问题，还是模型的问题，上下文到100k附近的时候，模型就开始输出乱码了，rewind了两次还是乱码，很烦就切成deepseek  v4 flash了，想着勉强用一下待会儿切回来。
没想到用了一下就再没切回来过🤣，在指令明确，Harness或者验证充分的情况下，70-100 tokens /s比GLM 30 Tokens/s给人的感觉好得多。只感觉嗖嗖嗖，很快就写完了。
这里的关键是人的注意力本身也是一种宝贵的资源，翻倍的速度大幅减少了我等待的时间，项目能以更快的速度推进了。即使是试错也更快。而且说实话，输出质量并不低，但前提是你要建立比较好的harness，和反馈机制比如代码的静态检查、单元测试、集成测试。
同时Deepseek的上下文窗口也更大，这个比GLM 爽一点。我现在敢大胆放到200K左右。当然我也注意到，当上下文比较长的时候，比如在120K以上，它的工具调用失败率就开始上升了。比如说必填的参数不填，或者在Edit这种工具里面输出不匹配的字符。但是经过报错提醒之后，下一次调用就自己更正了，也没有很大问题。
还有一个问题是，不知道是百炼模板的问题还是模型的问题。它有时候会在Reasoning中直接把工具调用的特殊标签输出出来。但最终工具调用还是能成功。感觉还蛮奇怪的。
但是不管怎么说，这个模型真的很强，而且真的很快。推荐大家都去试一下，不要小看flash模型。",,2026-05-17 19:58:38,2026-05-17,585c2264ca3d6e42,A***r,,207,114,105,11,772,75,True,False,general_discussion,A,account_a,2026-07-08T14:31:56
E001,DeepSeek-V4,,,ai_model_event,DeepSeek V4 Flash,6a34cc06000000000f029285,https://www.xiaohongshu.com/explore/6a34cc06000000000f029285,你的 Deepseek 笨，可能是只有20w上下文,"Claude code 配 DeepSeek V4 pro 因其无可比拟的性价比应该是国内现在大家配置用的比较多的方法。
自己高强度用了段时间发现上下文不够用并且不按流程执行，后来才发现在配置的时候看的视频教程，没有正确设置 DeepSeek 的100万上下文和思考模式。推荐直接用ccswitch，更方便。
	
#deepseek[话题]# #claudecode[话题]# #claudecode配置[话题]# #deepseekv4[话题]# #aiagent[话题]#
	
windows系统在powershell里执行：
	
$env:ANTHROPIC_BASE_URL=""https://api.deepseek.com/anthropic""
$env:ANTHROPIC_AUTH_TOKEN=""<你的 DeepSeek API Key>""
$env:ANTHROPIC_MODEL=""deepseek-v4-pro[1m]""
$env:ANTHROPIC_DEFAULT_OPUS_MODEL=""deepseek-v4-pro[1m]""
$env:ANTHROPIC_DEFAULT_SONNET_MODEL=""deepseek-v4-pro[1m]""
$env:ANTHROPIC_DEFAULT_HAIKU_MODEL=""deepseek-v4-flash""
$env:CLAUDE_CODE_SUBAGENT_MODEL=""deepseek-v4-flash""
$env:CLAUDE_CODE_EFFORT_LEVEL=""max""
	
Linux / Mac 用户，直接在终端中执行：
export ANTHROPIC_BASE_URL=https://api.deepseek.com/anthropic
export ANTHROPIC_AUTH_TOKEN=<你的 DeepSeek API Key>
export ANTHROPIC_MODEL=deepseek-v4-pro[1m]
export ANTHROPIC_DEFAULT_OPUS_MODEL=deepseek-v4-pro[1m]
export ANTHROPIC_DEFAULT_SONNET_MODEL=deepseek-v4-pro[1m]
export ANTHROPIC_DEFAULT_HAIKU_MODEL=deepseek-v4-flash
export CLAUDE_CODE_SUBAGENT_MODEL=deepseek-v4-flash
export CLAUDE_CODE_EFFORT_LEVEL=max","deepseek,claudecode,claudecode配置,deepseekv4,aiagent",2026-06-19 12:56:38,2026-06-19,e8365ec443455947,上***胜,上海,169,204,18,36,703,80,True,False,ai_usage_discussion,A,account_a,2026-07-08T14:31:56
